subj,month,sex,MOTedu,MOTedulevel,MOTage,PVT.ED,PVT.score,MOTwork,MOTworkhours,FATwork,FATworkhours,SibsYN,Siblings,Siblings18,SibGroup,SibsDiscrete,Total.words,Log.Totalwords
22,18,F,Bachelors Degree,4,35,21,110.8,Part-time,21,Full-time,40,N,0.0,0.0,None,None,75,4.330733340286331
23,06,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,0,0.0
23,07,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,0,0.0
23,08,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,0,0.0
23,09,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,0,0.0
23,10,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,0,0.0
23,11,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,0,0.0
23,12,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,0,0.0
23,13,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,2,1.0986122886681098
23,14,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,3,1.3862943611198906
23,15,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,3,1.3862943611198906
23,16,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,NA,NA
23,17,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,NA,NA
23,18,M,Assoc Degree,3,34,20,111.5,Full-time,45,Full-time,40,Y,4.0,4.0,2+,Four,2,1.0986122886681098
25,06,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,0,0.0
25,07,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,0,0.0
25,08,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,0,0.0
25,09,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,0,0.0
25,10,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,2,1.0986122886681098
25,11,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,6,1.9459101490553132
25,12,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,14,2.70805020110221
25,13,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,21,3.091042453358316
25,14,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,25,3.258096538021482
25,15,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,16,2.833213344056216
25,16,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,28,3.367295829986474
25,17,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,46,3.8501476017100584
25,18,M,Bachelors Degree,4,27,21,106.0,Part-time,20,Full-time,40,N,0.0,0.0,None,None,73,4.30406509320417
26,06,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,0,0.0
26,07,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,0,0.0
26,08,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,0,0.0
26,09,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,0,0.0
26,10,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,0,0.0
26,11,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,0,0.0
26,12,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,7,2.0794415416798357
26,13,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,10,2.3978952727983707
26,14,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,11,2.4849066497880004
26,15,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,20,3.044522437723423
26,16,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,25,3.258096538021482
26,17,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,27,3.332204510175204
26,18,F,Assoc Degree,3,31,20,106.5,Part-time,16,Full-time,40,Y,1.0,1.0,One,One,NA,NA
27,06,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,0,0.0
27,07,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,0,0.0
27,08,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,0,0.0
27,09,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,0,0.0
27,10,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,1,0.6931471805599453
27,11,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,1,0.6931471805599453
27,12,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,1,0.6931471805599453
27,13,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,2,1.0986122886681098
27,14,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,3,1.3862943611198906
27,15,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,2,1.0986122886681098
27,16,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,2,1.0986122886681098
27,17,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,4,1.6094379124341003
27,18,M,Doctorate,6,42,24,121.2,Full-time,35,Home,0,N,0.0,0.0,None,None,24,3.2188758248682006
28,06,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
28,07,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,NA,NA
28,08,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
28,09,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
28,10,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
28,11,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,3,1.3862943611198906
28,12,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,4,1.6094379124341003
28,13,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,16,2.833213344056216
28,14,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,38,3.6635616461296463
28,15,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,34,3.5553480614894135
28,16,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,NA,NA
28,17,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,NA,NA
28,18,F,Masters Degree,5,32,22,108.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,NA,NA
29,06,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
29,07,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,1,0.6931471805599453
29,08,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,1,0.6931471805599453
29,09,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,1,0.6931471805599453
29,10,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,1,0.6931471805599453
29,11,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,1,0.6931471805599453
29,12,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,4,1.6094379124341003
29,13,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,7,2.0794415416798357
29,14,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,16,2.833213344056216
29,15,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,14,2.70805020110221
29,16,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,21,3.091042453358316
29,17,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,47,3.871201010907891
29,18,F,Bachelors Degree,4,35,21,111.6,Full-time,40,Full-time,40,N,0.0,0.0,None,None,69,4.248495242049359
30,06,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,0,0.0
30,07,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,0,0.0
30,08,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,0,0.0
30,09,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,NA,NA
30,10,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,1,0.6931471805599453
30,11,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,1,0.6931471805599453
30,12,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,4,1.6094379124341003
30,13,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,3,1.3862943611198906
30,14,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,3,1.3862943611198906
30,15,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,4,1.6094379124341003
30,16,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,6,1.9459101490553132
30,17,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,NA,NA
30,18,M,Masters Degree,5,38,22,126.5,Full-time,40,Other,0,N,0.0,0.0,None,None,NA,NA
31,06,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,0,0.0
31,07,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,0,0.0
31,08,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,0,0.0
31,09,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,0,0.0
31,10,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,0,0.0
31,11,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,0,0.0
31,12,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,0,0.0
31,13,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,1,0.6931471805599453
31,14,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,3,1.3862943611198906
31,15,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,12,2.5649493574615367
31,16,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,15,2.772588722239781
31,17,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,19,2.995732273553991
31,18,F,Masters Degree,5,35,22,121.4,Full-time,40,Home,0,Y,1.0,1.0,One,One,51,3.9512437185814275
32,06,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,0,0.0
32,07,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,0,0.0
32,08,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,0,0.0
32,09,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,0,0.0
32,10,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,0,0.0
32,11,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,2,1.0986122886681098
32,12,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,2,1.0986122886681098
32,13,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,2,1.0986122886681098
32,14,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,2,1.0986122886681098
32,15,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,6,1.9459101490553132
32,16,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,9,2.302585092994046
32,17,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,10,2.3978952727983707
32,18,F,Masters Degree,5,32,22,121.4,Full-time,40,Full-time,40,Y,2.0,2.0,2+,Two,20,3.044522437723423
33,06,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,0,0.0
33,07,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,0,0.0
33,08,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,0,0.0
33,09,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,2,1.0986122886681098
33,10,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,2,1.0986122886681098
33,11,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,2,1.0986122886681098
33,12,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,2,1.0986122886681098
33,13,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,2,1.0986122886681098
33,14,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,0,0.0
33,15,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,0,0.0
33,16,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,9,2.302585092994046
33,17,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,15,2.772588722239781
33,18,M,Masters Degree,5,35,22,111.8,Home,0,Full-time,50,N,0.0,0.0,None,None,22,3.1354942159291497
34,06,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
34,07,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
34,08,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
34,09,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,2,1.0986122886681098
34,10,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,2,1.0986122886681098
34,11,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,2,1.0986122886681098
34,12,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,2,1.0986122886681098
34,13,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,2,1.0986122886681098
34,14,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
34,15,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
34,16,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
34,17,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
34,18,M,Assoc Degree,3,33,20,107.3,Full-time,40,Full-time,40,N,0.0,0.0,None,None,0,0.0
35,06,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,0,0.0
35,07,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,0,0.0
35,08,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,0,0.0
35,09,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,0,0.0
35,10,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,0,0.0
35,11,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,1,0.6931471805599453
35,12,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,2,1.0986122886681098
35,13,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,2,1.0986122886681098
35,14,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,2,1.0986122886681098
35,15,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,4,1.6094379124341003
35,16,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,4,1.6094379124341003
35,17,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,4,1.6094379124341003
35,18,F,Some college,2,34,25,126.7,Home,0,Full-time,40,N,0.0,0.0,None,None,5,1.791759469228055
36,06,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,0,0.0
36,07,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,0,0.0
36,08,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,0,0.0
36,09,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,0,0.0
36,10,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,0,0.0
36,11,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,0,0.0
36,12,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,0,0.0
36,13,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,0,0.0
36,14,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,0,0.0
36,15,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,1,0.6931471805599453
36,16,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,1,0.6931471805599453
36,17,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,1,0.6931471805599453
36,18,F,Masters Degree,5,37,22,122.7,Full-time,40,Full-time,50,Y,3.0,3.0,2+,Three,5,1.791759469228055
37,06,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
37,07,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
37,08,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
37,09,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
37,10,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
37,11,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
37,12,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
37,13,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
37,14,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,1,0.6931471805599453
37,15,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,1,0.6931471805599453
37,16,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,5,1.791759469228055
37,17,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,16,2.833213344056216
37,18,M,Bachelors Degree,4,31,21,113.9,Home,0,Full-time,40,Y,1.0,1.0,One,One,22,3.1354942159291497
38,06,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,0,0.0
38,07,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,0,0.0
38,08,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,0,0.0
38,09,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,0,0.0
38,10,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,0,0.0
38,11,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,6,1.9459101490553132
38,12,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,NA,NA
38,13,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,10,2.3978952727983707
38,14,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,11,2.4849066497880004
38,15,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,17,2.8903717578961645
38,16,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,21,3.091042453358316
38,17,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,26,3.295836866004329
38,18,F,Doctorate,6,35,24,109.9,Full-time,40,Full-time,40,Y,1.0,1.0,One,One,35,3.58351893845611
39,06,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,0,0.0
39,07,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,0,0.0
39,08,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,0,0.0
39,09,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,0,0.0
39,10,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,0,0.0
39,11,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,1,0.6931471805599453
39,12,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,NA,NA
39,13,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,NA,NA
39,14,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,1,0.6931471805599453
39,15,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,2,1.0986122886681098
39,16,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,3,1.3862943611198906
39,17,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,NA,NA
39,18,F,Some college,2,28,25,111.0,Home,0,Full-time,45,Y,2.0,2.0,2+,Two,NA,NA
40,06,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,0,0.0
40,07,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,0,0.0
40,08,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,NA,NA
40,09,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,0,0.0
40,10,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,0,0.0
40,11,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,0,0.0
40,12,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,0,0.0
40,13,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,0,0.0
40,14,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,1,0.6931471805599453
40,15,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,NA,NA
40,16,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,1,0.6931471805599453
40,17,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,NA,NA
40,18,M,Masters Degree,5,34,22,117.8,Home,0,Full-time,50,Y,2.0,2.0,2+,Two,NA,NA
41,06,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
41,07,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
41,08,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
41,09,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
41,10,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
41,11,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,0,0.0
41,12,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,2,1.0986122886681098
41,13,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,2,1.0986122886681098
41,14,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,4,1.6094379124341003
41,15,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,5,1.791759469228055
41,16,M,Masters Degree,5,41,22,102.2,Home,0,Full-time,40,Y,1.0,1.0,One,One,8,2.1972245773362196
