subj,month,Speaker,n,PC,sex,MOTedu,MOTwork,MOTworkhours,FATwork,FATworkhours,Siblings18,Siblings,SibsYN,SibGroup,SibsDiscrete,MOTedulevel,MOTage,PVT.ED,PVT.score,Log.n
46,13,MOT,42.0,0.27631578947368424,M,Bachelors Degree,Part-time,16,Other,NA,0.0,0.0,N,None,None,4,31,21,118.1,3.7612001156935624
46,14,MOT,149.0,1.0,M,Bachelors Degree,Part-time,16,Other,NA,0.0,0.0,N,None,None,4,31,21,118.1,5.0106352940962555
46,15,MOT,0.0,0.0,M,Bachelors Degree,Part-time,16,Other,NA,0.0,0.0,N,None,None,4,31,21,118.1,0.0
46,16,MOT,54.0,0.6,M,Bachelors Degree,Part-time,16,Other,NA,0.0,0.0,N,None,None,4,31,21,118.1,4.007333185232471
46,17,MOT,124.0,0.6078431372549019,M,Bachelors Degree,Part-time,16,Other,NA,0.0,0.0,N,None,None,4,31,21,118.1,4.8283137373023015
01,06,FAT,7.0,0.058333333333333334,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,2.0794415416798357
01,07,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
01,08,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
01,09,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
01,10,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
01,11,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
01,12,FAT,3.0,0.0136986301369863,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,1.3862943611198906
01,13,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
01,14,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
01,15,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
01,16,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
01,17,FAT,0.0,0.0,F,Masters Degree,Part-time,30,Full-time,50,1.0,1.0,Y,One,One,5,33,22,119.5,0.0
02,06,FAT,0.0,0.0,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,0.0
02,07,FAT,0.0,0.0,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,0.0
02,08,FAT,0.0,0.0,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,0.0
02,09,FAT,0.0,0.0,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,0.0
02,10,FAT,46.0,0.2169811320754717,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,3.8501476017100584
02,11,FAT,0.0,0.0,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,0.0
02,12,FAT,6.0,0.0297029702970297,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,1.9459101490553132
02,13,FAT,148.0,1.0,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,5.003946305945459
02,14,FAT,109.0,0.6337209302325582,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,4.700480365792417
02,15,FAT,0.0,0.0,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,0.0
02,16,FAT,7.0,0.02564102564102564,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,2.0794415416798357
02,17,FAT,1.0,0.004629629629629629,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,33,22,116.4,0.6931471805599453
03,06,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,07,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,08,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,09,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,10,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,11,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,12,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,13,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,14,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,15,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,16,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
03,17,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,32,21,108.5,0.0
04,06,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,07,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,08,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,09,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,10,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,11,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,12,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,13,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,14,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,15,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,16,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
04,17,FAT,0.0,0.0,M,Some college,Home,0,Full-time,40,4.0,4.0,Y,2+,Four,2,35,25,117.2,0.0
06,06,FAT,3.0,0.031578947368421054,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,1.3862943611198906
06,07,FAT,9.0,0.045,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,2.302585092994046
06,08,FAT,2.0,0.008695652173913044,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,1.0986122886681098
06,09,FAT,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,0.0
06,10,FAT,20.0,0.16260162601626016,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,3.044522437723423
06,11,FAT,2.0,0.010869565217391304,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,1.0986122886681098
06,12,FAT,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,0.0
06,13,FAT,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,0.0
06,14,FAT,3.0,0.017543859649122806,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,1.3862943611198906
06,15,FAT,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,0.0
06,16,FAT,4.0,0.025806451612903226,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,1.6094379124341003
06,17,FAT,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,1.0,0.0,N,None,None,5,33,22,120.4,0.0
07,06,FAT,59.0,0.329608938547486,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,4.0943445622221
07,07,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,0.0
07,08,FAT,51.0,0.31097560975609756,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,3.9512437185814275
07,09,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,0.0
07,10,FAT,32.0,0.15458937198067632,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,3.4965075614664802
07,11,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,0.0
07,12,FAT,11.0,0.07801418439716312,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,2.4849066497880004
07,13,FAT,75.0,0.5208333333333334,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,4.330733340286331
07,14,FAT,5.0,0.04132231404958678,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,1.791759469228055
07,15,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,0.0
07,16,FAT,108.0,0.5837837837837838,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,4.6913478822291435
07,17,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,30,22,114.4,0.0
08,06,FAT,49.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,3.912023005428146
08,07,FAT,60.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,4.110873864173311
08,08,FAT,117.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,4.770684624465665
08,09,FAT,74.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,4.31748811353631
08,10,FAT,90.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,4.51085950651685
08,11,FAT,174.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,5.1647859739235145
08,12,FAT,81.0,0.2892857142857143,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,4.406719247264253
08,13,FAT,192.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,5.262690188904886
08,14,FAT,143.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,4.969813299576001
08,15,FAT,139.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,4.941642422609304
08,16,FAT,388.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,5.963579343618446
08,17,FAT,140.0,1.0,F,Masters Degree,Full-time,40,Other,NA,0.0,0.0,N,None,None,5,32,22,118.6,4.948759890378168
09,06,FAT,0.0,0.0,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,0.0
09,07,FAT,0.0,0.0,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,0.0
09,08,FAT,0.0,0.0,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,0.0
09,09,FAT,14.0,0.08,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,2.70805020110221
09,10,FAT,0.0,0.0,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,0.0
09,11,FAT,0.0,0.0,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,0.0
09,12,FAT,0.0,0.0,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,0.0
09,13,FAT,0.0,0.0,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,0.0
09,14,FAT,1.0,0.006756756756756757,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,0.6931471805599453
09,17,FAT,155.0,0.62,M,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,34,21,110.9,5.049856007249537
10,06,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,07,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,08,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,09,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,10,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,11,FAT,1.0,0.005,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.6931471805599453
10,12,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,13,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,14,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,15,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,16,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
10,17,FAT,0.0,0.0,F,Doctorate,Part-time,24,Full-time,60,1.0,1.0,Y,One,One,6,32,24,112.8,0.0
11,06,FAT,74.0,0.2364217252396166,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,4.31748811353631
11,07,FAT,87.0,0.25513196480938416,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,4.477336814478207
11,08,FAT,116.0,0.43283582089552236,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,4.762173934797756
11,09,FAT,69.0,0.32547169811320753,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,4.248495242049359
11,10,FAT,44.0,0.20952380952380953,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,3.8066624897703196
11,11,FAT,41.0,0.2971014492753623,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,3.7376696182833684
11,12,FAT,125.0,0.4789272030651341,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,4.836281906951478
11,13,FAT,32.0,0.29357798165137616,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,3.4965075614664802
11,14,FAT,7.0,0.02456140350877193,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,2.0794415416798357
11,15,FAT,94.0,0.28059701492537314,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,4.553876891600541
11,16,FAT,86.0,0.3524590163934426,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,4.465908118654584
11,17,FAT,67.0,0.3489583333333333,M,Masters Degree,Full-time,30,Full-time,40,0.0,0.0,N,None,None,5,31,22,116.1,4.219507705176107
12,06,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,07,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,08,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,09,FAT,41.0,0.25153374233128833,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,3.7376696182833684
12,10,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,11,FAT,21.0,0.15555555555555556,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,3.091042453358316
12,12,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,13,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,14,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,15,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,16,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
12,17,FAT,0.0,0.0,M,Assoc Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,3,35,20,106.6,0.0
13,06,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,07,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,08,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,09,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,10,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,11,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,12,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,13,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,14,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,15,FAT,17.0,0.18478260869565216,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,2.8903717578961645
13,16,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
13,17,FAT,0.0,0.0,M,Doctorate,Part-time,30,Full-time,50,2.0,2.0,Y,2+,Two,6,36,23,123.6,0.0
14,06,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,07,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,08,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,09,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,10,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,11,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,12,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,13,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,14,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,15,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,16,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
14,17,FAT,0.0,0.0,F,Bachelors Degree,Home,0,Full-time,45,1.0,1.0,Y,One,One,4,37,21,111.4,0.0
15,06,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,07,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,08,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,09,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,10,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,11,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,12,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,13,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,14,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,15,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,16,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
15,17,FAT,0.0,0.0,M,Bachelors Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,4,42,21,116.1,0.0
16,06,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,07,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,08,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,09,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,10,FAT,73.0,0.31877729257641924,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,4.30406509320417
16,11,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,12,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,13,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,14,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,15,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,16,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
16,17,FAT,0.0,0.0,M,Masters Degree,Full-time,40,Full-time,60,0.0,0.0,N,None,None,5,34,22,112.8,0.0
17,07,FAT,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,08,FAT,136.0,1.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,4.919980925828125
17,09,FAT,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,10,FAT,1.0,0.003215434083601286,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.6931471805599453
17,11,FAT,112.0,0.9739130434782609,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,4.727387818712341
17,12,FAT,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,13,FAT,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,14,FAT,132.0,0.7951807228915663,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,4.890349128221754
17,15,FAT,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,16,FAT,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,17,FAT,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
18,06,FAT,1.0,0.00392156862745098,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.6931471805599453
18,07,FAT,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,08,FAT,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,0.0
18,09,FAT,16.0,0.08602150537634409,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,2.833213344056216
