subj,month,Speaker,n,PC,sex,MOTedu,MOTwork,MOTworkhours,FATwork,FATworkhours,Siblings18,Siblings,SibsYN,SibGroup,SibsDiscrete,MOTedulevel,MOTage,PVT.ED,PVT.score,Log.n
17,13,SIBLING,0.0,0.0,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,0.0
17,14,SIBLING,20.0,0.12048192771084337,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,3.044522437723423
17,15,SIBLING,4.0,0.01639344262295082,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,1.6094379124341003
17,16,SIBLING,4.0,0.010810810810810811,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,1.6094379124341003
17,17,SIBLING,29.0,0.1141732283464567,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,35,22,119.2,3.4011973816621555
18,06,SIBLING,49.0,0.19215686274509805,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,3.912023005428146
18,07,SIBLING,6.0,0.022304832713754646,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,1.9459101490553132
18,08,SIBLING,2.0,0.010582010582010581,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,1.0986122886681098
18,09,SIBLING,24.0,0.12903225806451613,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,3.2188758248682006
18,10,SIBLING,16.0,0.11678832116788321,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,2.833213344056216
18,11,SIBLING,21.0,0.09051724137931035,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,3.091042453358316
18,12,SIBLING,2.0,0.025974025974025976,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,1.0986122886681098
18,13,SIBLING,25.0,0.1524390243902439,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,3.258096538021482
18,14,SIBLING,29.0,0.26605504587155965,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,3.4011973816621555
18,15,SIBLING,25.0,0.23809523809523808,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,3.258096538021482
18,16,SIBLING,40.0,0.2,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,3.713572066704308
18,17,SIBLING,26.0,0.18439716312056736,M,Assoc Degree,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,3,37,24,117.1,3.295836866004329
19,06,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,07,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,08,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,09,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,10,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,11,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,12,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,13,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,14,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,15,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,16,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
19,17,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,6,Full-time,40,0.0,0.0,N,None,None,4,28,21,120.1,0.0
20,06,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,07,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,08,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,09,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,10,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,11,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,12,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,13,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,14,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,15,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,16,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
20,17,SIBLING,0.0,0.0,F,Assoc Degree,Part-time,25,Other,0,0.0,0.0,N,None,None,3,29,20,105.5,0.0
21,06,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,07,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,08,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,09,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,10,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,11,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,12,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,13,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,14,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,15,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,16,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
21,17,SIBLING,0.0,0.0,M,Masters Degree,Full-time,30,Full-time,50,0.0,0.0,N,None,None,5,33,22,111.4,0.0
22,06,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,07,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,08,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,09,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,10,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,11,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,12,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,13,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,14,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,15,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,16,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
22,17,SIBLING,0.0,0.0,F,Bachelors Degree,Part-time,21,Full-time,40,0.0,0.0,N,None,None,4,35,21,110.8,0.0
23,06,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,07,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,08,SIBLING,51.0,0.40476190476190477,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,3.9512437185814275
23,09,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,10,SIBLING,11.0,0.171875,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,2.4849066497880004
23,11,SIBLING,11.0,0.18032786885245902,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,2.4849066497880004
23,12,SIBLING,11.0,0.09649122807017543,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,2.4849066497880004
23,13,SIBLING,3.0,0.025423728813559324,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,1.3862943611198906
23,14,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,15,SIBLING,23.0,0.12568306010928962,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,3.1780538303479458
23,16,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,0.0
23,17,SIBLING,5.0,0.08196721311475409,M,Assoc Degree,Full-time,45,Full-time,40,4.0,4.0,Y,2+,Four,3,34,20,111.5,1.791759469228055
25,06,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,07,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,08,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,09,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,10,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,11,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,12,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,13,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,14,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,15,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,16,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
25,17,SIBLING,0.0,0.0,M,Bachelors Degree,Part-time,20,Full-time,40,0.0,0.0,N,None,None,4,27,21,106.0,0.0
26,06,SIBLING,16.0,0.07547169811320754,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,2.833213344056216
26,07,SIBLING,10.0,0.07194244604316546,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,2.3978952727983707
26,08,SIBLING,16.0,0.14678899082568808,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,2.833213344056216
26,09,SIBLING,6.0,0.0375,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,1.9459101490553132
26,10,SIBLING,11.0,0.12643678160919541,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,2.4849066497880004
26,11,SIBLING,43.0,0.19545454545454546,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,3.784189633918261
26,12,SIBLING,23.0,0.17164179104477612,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,3.1780538303479458
26,13,SIBLING,29.0,0.21014492753623187,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,3.4011973816621555
26,14,SIBLING,6.0,0.024489795918367346,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,1.9459101490553132
26,15,SIBLING,13.0,0.06403940886699508,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,2.6390573296152584
26,16,SIBLING,20.0,0.12048192771084337,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,3.044522437723423
26,17,SIBLING,15.0,0.08571428571428572,F,Assoc Degree,Part-time,16,Full-time,40,1.0,1.0,Y,One,One,3,31,20,106.5,2.772588722239781
27,07,SIBLING,0.0,0.0,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,0.0
27,08,SIBLING,0.0,0.0,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,0.0
27,09,SIBLING,0.0,0.0,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,0.0
27,10,SIBLING,0.0,0.0,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,0.0
27,11,SIBLING,0.0,0.0,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,0.0
27,13,SIBLING,0.0,0.0,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,0.0
27,15,SIBLING,0.0,0.0,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,0.0
27,16,SIBLING,0.0,0.0,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,0.0
27,17,SIBLING,0.0,0.0,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,0.0
28,06,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,07,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,08,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,09,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,10,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,11,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,12,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,13,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,14,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,15,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,16,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
28,17,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,0.0
29,06,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,07,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,08,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,09,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,10,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,11,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,12,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,13,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,14,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,15,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,16,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
29,17,SIBLING,0.0,0.0,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,0.0
30,06,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,07,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,08,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,09,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,10,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,11,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,12,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,13,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,14,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,15,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,16,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
30,17,SIBLING,0.0,0.0,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,0.0
31,06,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,0.0
31,07,SIBLING,12.0,0.09230769230769231,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,2.5649493574615367
31,08,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,0.0
31,09,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,0.0
31,10,SIBLING,42.0,0.21761658031088082,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,3.7612001156935624
31,11,SIBLING,14.0,0.1206896551724138,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,2.70805020110221
31,12,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,0.0
31,13,SIBLING,45.0,0.2393617021276596,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,3.828641396489095
31,14,SIBLING,16.0,0.125,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,2.833213344056216
31,15,SIBLING,31.0,0.1987179487179487,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,3.4657359027997265
31,16,SIBLING,5.0,0.07142857142857142,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,1.791759469228055
31,17,SIBLING,19.0,0.18269230769230768,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,2.995732273553991
32,06,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
32,07,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
32,08,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
32,09,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
32,10,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
32,11,SIBLING,24.0,0.3076923076923077,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,3.2188758248682006
32,12,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
32,13,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
32,14,SIBLING,1.0,0.017857142857142856,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.6931471805599453
32,15,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
32,16,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
32,17,SIBLING,0.0,0.0,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,0.0
33,06,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,07,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,08,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,09,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,10,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,11,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,12,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,13,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,14,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,15,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,16,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
33,17,SIBLING,0.0,0.0,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,0.0
34,06,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
34,07,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
34,08,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
34,09,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
34,11,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
34,12,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
34,13,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
34,14,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
34,15,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
34,17,SIBLING,0.0,0.0,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.0
35,06,SIBLING,0.0,0.0,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,0.0
