subj,month,n,PC,sex,MOTedu,MOTwork,MOTworkhours,FATwork,FATworkhours,Siblings18,Siblings,SibsYN,SibGroup,SibsDiscrete,MOTedulevel,MOTage,PVT.ED,PVT.score,Log.n
27,09,67,0.5982142857142857,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,4.219507705176107
27,10,62,0.512396694214876,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,4.143134726391533
27,11,9,0.2903225806451613,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,2.302585092994046
27,13,156,0.7878787878787878,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,5.056245805348308
27,15,320,0.8247422680412371,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,5.771441123130016
27,16,55,0.8208955223880597,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,4.02535169073515
27,17,64,0.5663716814159292,M,Doctorate,Full-time,35,Home,0,0.0,0.0,N,None,None,6,42,24,121.2,4.174387269895637
28,06,110,0.7971014492753623,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,4.709530201312334
28,07,24,0.5106382978723404,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,3.2188758248682006
28,08,60,0.20833333333333334,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,4.110873864173311
28,09,68,0.53125,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,4.23410650459726
28,10,191,0.8526785714285714,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,5.2574953720277815
28,11,165,0.7432432432432432,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,5.111987788356544
28,12,130,0.8783783783783784,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,4.875197323201151
28,13,43,0.4673913043478261,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,3.784189633918261
28,14,208,0.8666666666666667,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,5.342334251964811
28,15,76,0.5714285714285714,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,4.343805421853684
28,16,192,0.8533333333333334,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,5.262690188904886
28,17,192,0.735632183908046,F,Masters Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,5,32,22,108.6,5.262690188904886
29,06,47,0.36153846153846153,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,3.871201010907891
29,07,234,0.7905405405405406,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,5.459585514144159
29,08,143,0.6137339055793991,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,4.969813299576001
29,09,137,0.6342592592592593,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,4.927253685157205
29,10,178,0.6872586872586872,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,5.187385805840755
29,11,85,0.5985915492957746,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,4.454347296253507
29,12,213,0.6339285714285714,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,5.365976015021851
29,13,220,0.8396946564885496,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,5.3981627015177525
29,14,182,0.7368421052631579,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,5.209486152841421
29,15,184,0.6996197718631179,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,5.220355825078324
29,16,306,0.788659793814433,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,5.726847747587197
29,17,272,0.7195767195767195,F,Bachelors Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,4,35,21,111.6,5.60947179518496
30,06,125,0.6613756613756614,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,4.836281906951478
30,07,40,0.5633802816901409,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,3.713572066704308
30,08,20,0.4878048780487805,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,3.044522437723423
30,09,62,0.6019417475728155,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,4.143134726391533
30,10,116,0.6946107784431138,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,4.762173934797756
30,11,273,0.7690140845070422,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,5.6131281063880705
30,12,188,0.749003984063745,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,5.241747015059643
30,13,176,0.7364016736401674,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,5.176149732573829
30,14,77,0.8105263157894737,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,4.356708826689592
30,15,133,0.6045454545454545,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,4.897839799950911
30,16,127,0.6684210526315789,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,4.852030263919617
30,17,104,0.7878787878787878,M,Masters Degree,Full-time,40,Other,0,0.0,0.0,N,None,None,5,38,22,126.5,4.653960350157523
31,06,158,0.7939698492462312,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,5.0689042022202315
31,07,76,0.5846153846153846,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.343805421853684
31,08,57,0.8260869565217391,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.060443010546419
31,09,66,0.8461538461538461,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.204692619390966
31,10,99,0.5129533678756477,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.605170185988092
31,11,53,0.45689655172413796,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,3.9889840465642745
31,12,57,0.7808219178082192,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.060443010546419
31,13,100,0.5319148936170213,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.61512051684126
31,14,59,0.4609375,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.0943445622221
31,15,104,0.6666666666666666,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.653960350157523
31,16,56,0.8,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.04305126783455
31,17,68,0.6538461538461539,F,Masters Degree,Full-time,40,Home,0,1.0,1.0,Y,One,One,5,35,22,121.4,4.23410650459726
32,06,48,0.5714285714285714,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,3.8918202981106265
32,07,33,0.2462686567164179,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,3.5263605246161616
32,08,51,0.4473684210526316,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,3.9512437185814275
32,09,114,0.5846153846153846,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,4.74493212836325
32,10,38,0.2676056338028169,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,3.6635616461296463
32,11,24,0.3076923076923077,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,3.2188758248682006
32,12,122,0.6777777777777778,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,4.812184355372417
32,13,15,0.23076923076923078,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,2.772588722239781
32,14,20,0.35714285714285715,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,3.044522437723423
32,15,98,0.6125,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,4.59511985013459
32,16,92,0.5935483870967742,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,4.532599493153256
32,17,128,0.5140562248995983,F,Masters Degree,Full-time,40,Full-time,40,2.0,2.0,Y,2+,Two,5,32,22,121.4,4.859812404361672
33,06,350,0.7575757575757576,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.860786223465865
33,07,271,0.6948717948717948,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.605802066295998
33,08,301,0.8091397849462365,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.71042701737487
33,09,240,0.7272727272727273,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.484796933490655
33,10,323,0.8324742268041238,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.780743515792329
33,11,359,0.7787418655097614,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.886104031450156
33,12,305,0.7011494252873564,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.723585101952381
33,13,287,0.7396907216494846,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.662960480135946
33,14,438,0.73,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,6.0844994130751715
33,15,340,0.7391304347826086,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.831882477283517
33,16,276,0.6666666666666666,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,5.6240175061873385
33,17,576,0.7815468113975577,M,Masters Degree,Home,0,Full-time,50,0.0,0.0,N,None,None,5,35,22,111.8,6.3578422665081
34,06,3,0.375,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,1.3862943611198906
34,07,NA,NA,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,NA
34,08,8,0.47058823529411764,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,2.1972245773362196
34,09,1,NA,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,0.6931471805599453
34,11,7,0.7,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,2.0794415416798357
34,12,7,0.2413793103448276,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,2.0794415416798357
34,13,24,0.6153846153846154,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,3.2188758248682006
34,14,2,NA,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,1.0986122886681098
34,15,31,0.4626865671641791,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,3.4657359027997265
34,17,55,0.6179775280898876,M,Assoc Degree,Full-time,40,Full-time,40,0.0,0.0,N,None,None,3,33,20,107.3,4.02535169073515
35,06,196,0.7871485943775101,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,5.2832037287379885
35,07,59,0.4068965517241379,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,4.0943445622221
35,08,52,0.6582278481012658,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,3.970291913552122
35,09,81,0.400990099009901,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,4.406719247264253
35,10,63,0.5887850467289719,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,4.1588830833596715
35,11,73,0.6636363636363637,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,4.30406509320417
35,12,201,0.8445378151260504,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,5.308267697401205
35,13,183,0.6354166666666666,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,5.214935757608986
35,14,152,0.6909090909090909,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,5.030437921392435
35,15,251,0.7130681818181818,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,5.529429087511423
35,16,89,0.7295081967213115,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,4.499809670330265
35,17,103,0.569060773480663,F,Some college,Home,0,Full-time,40,0.0,0.0,N,None,None,2,34,25,126.7,4.6443908991413725
36,06,108,0.526829268292683,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,4.6913478822291435
36,07,144,0.576,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,4.976733742420574
36,08,80,0.6060606060606061,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,4.394449154672439
36,09,24,0.25263157894736843,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,3.2188758248682006
36,10,51,0.3722627737226277,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,3.9512437185814275
36,11,33,0.7333333333333333,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,3.5263605246161616
36,12,11,0.6470588235294118,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,2.4849066497880004
36,13,45,0.39473684210526316,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,3.828641396489095
36,14,11,0.5238095238095238,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,2.4849066497880004
36,15,NA,NA,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,NA
36,16,21,0.38181818181818183,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,3.091042453358316
36,17,56,0.45901639344262296,F,Masters Degree,Full-time,40,Full-time,50,3.0,3.0,Y,2+,Three,5,37,22,122.7,4.04305126783455
37,06,50,0.45871559633027525,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,3.9318256327243257
37,07,45,0.5625,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,3.828641396489095
37,08,119,0.5384615384615384,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,4.787491742782046
37,09,56,0.4444444444444444,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,4.04305126783455
37,10,104,0.6842105263157895,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,4.653960350157523
37,11,79,0.7117117117117117,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,4.382026634673881
37,12,46,0.6216216216216216,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,3.8501476017100584
37,13,72,0.8,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,4.290459441148391
37,14,60,0.6741573033707865,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,4.110873864173311
37,15,55,0.6043956043956044,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,4.02535169073515
37,16,97,0.5878787878787879,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,4.584967478670572
37,17,72,0.6371681415929203,M,Bachelors Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,4,31,21,113.9,4.290459441148391
38,06,56,0.49122807017543857,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,4.04305126783455
38,07,54,0.39705882352941174,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,4.007333185232471
38,08,4,0.23529411764705882,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,1.6094379124341003
38,09,48,0.3076923076923077,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,3.8918202981106265
38,10,64,0.5663716814159292,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,4.174387269895637
38,11,52,0.41935483870967744,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,3.970291913552122
38,12,94,0.706766917293233,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,4.553876891600541
38,13,85,0.5704697986577181,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,4.454347296253507
38,14,32,0.41025641025641024,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,3.4965075614664802
38,15,108,0.6585365853658537,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,4.6913478822291435
38,16,14,0.6363636363636364,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,2.70805020110221
38,17,96,0.6114649681528662,F,Doctorate,Full-time,40,Full-time,40,1.0,1.0,Y,One,One,6,35,24,109.9,4.574710978503383
39,06,178,0.7841409691629956,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,5.187385805840755
39,07,59,0.3959731543624161,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,4.0943445622221
39,08,39,0.65,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,3.6888794541139363
39,09,29,0.4027777777777778,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,3.4011973816621555
39,10,51,0.51,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,3.9512437185814275
39,11,71,0.4896551724137931,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,4.276666119016055
39,12,37,0.6166666666666667,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,3.6375861597263857
39,13,24,0.36363636363636365,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,3.2188758248682006
39,14,43,0.589041095890411,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,3.784189633918261
39,15,107,0.6294117647058823,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,4.68213122712422
39,16,167,0.7695852534562212,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,5.123963979403259
39,17,117,0.7090909090909091,F,Some college,Home,0,Full-time,45,2.0,2.0,Y,2+,Two,2,28,25,111.0,4.770684624465665
40,06,19,0.6333333333333333,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,2.995732273553991
40,07,35,0.5932203389830508,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,3.58351893845611
40,08,11,0.2037037037037037,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,2.4849066497880004
40,09,11,0.34375,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,2.4849066497880004
40,10,133,0.8260869565217391,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,4.897839799950911
40,11,28,0.2916666666666667,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,3.367295829986474
40,12,15,0.75,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,2.772588722239781
40,13,45,0.3125,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,3.828641396489095
40,14,80,0.7339449541284404,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,4.394449154672439
40,15,59,0.6941176470588235,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,4.0943445622221
40,16,25,0.5319148936170213,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,3.258096538021482
40,17,8,0.5714285714285714,M,Masters Degree,Home,0,Full-time,50,2.0,2.0,Y,2+,Two,5,34,22,117.8,2.1972245773362196
41,06,39,0.2785714285714286,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,3.6888794541139363
41,07,101,0.47641509433962265,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.624972813284271
41,08,51,0.4857142857142857,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,3.9512437185814275
41,09,71,0.5035460992907801,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.276666119016055
41,10,262,0.7485714285714286,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.572154032177765
41,11,232,0.7009063444108762,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.4510384535657
41,12,94,0.6762589928057554,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.553876891600541
41,13,177,0.6755725190839694,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.181783550292085
41,14,284,0.797752808988764,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.652489180268651
41,15,113,0.49130434782608695,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.736198448394496
41,16,198,0.6644295302013423,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.293304824724492
41,17,243,0.675,M,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.497168225293202
42,06,71,0.44654088050314467,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.276666119016055
42,07,104,0.4297520661157025,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.653960350157523
42,08,76,0.5757575757575758,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.343805421853684
42,09,99,0.6,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.605170185988092
42,10,202,0.6352201257861635,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.313205979041787
42,11,171,0.4418604651162791,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.147494476813453
42,12,96,0.5680473372781065,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.574710978503383
42,13,120,0.5607476635514018,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.795790545596741
42,14,232,0.6946107784431138,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.4510384535657
42,15,118,0.5221238938053098,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,4.77912349311153
42,16,168,0.6176470588235294,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.1298987149230735
42,17,194,0.6689655172413793,F,Masters Degree,Home,0,Full-time,40,1.0,1.0,Y,One,One,5,41,22,102.2,5.272999558563747
43,06,118,0.48760330578512395,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,4.77912349311153
43,07,128,0.6632124352331606,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,4.859812404361672
43,08,116,0.7435897435897436,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,4.762173934797756
43,09,125,0.7142857142857143,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,4.836281906951478
43,10,199,0.8361344537815126,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,5.298317366548036
43,11,193,0.658703071672355,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,5.267858159063328
43,12,139,0.6847290640394089,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,4.941642422609304
43,13,300,0.7978723404255319,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,5.707110264748875
43,14,231,0.77,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,5.44673737166631
43,15,184,0.7104247104247104,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,5.220355825078324
43,16,151,0.7587939698492462,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,5.0238805208462765
43,17,135,0.7297297297297297,F,High School,Home,0,Full-time,40,0.0,0.0,N,None,None,1,23,16,113.2,4.912654885736052
44,06,48,0.3870967741935484,F,Assoc Degree,Home,0,Full-time,40,3.0,3.0,Y,2+,Three,3,37,25,98.0,3.8918202981106265
44,07,33,0.6226415094339622,F,Assoc Degree,Home,0,Full-time,40,3.0,3.0,Y,2+,Three,3,37,25,98.0,3.5263605246161616
44,08,33,0.55,F,Assoc Degree,Home,0,Full-time,40,3.0,3.0,Y,2+,Three,3,37,25,98.0,3.5263605246161616
44,09,45,0.3813559322033898,F,Assoc Degree,Home,0,Full-time,40,3.0,3.0,Y,2+,Three,3,37,25,98.0,3.828641396489095
