utterance_type,speaker,object_present,basic_level,subj,month,in_cdi
d,MOT,y,baby+animals,189,15,NA
d,MOT,y,eight+silly+monkeys,986,15,NA
r,MOT,y,big,861,15,NA
r,MOT,y,blue,861,15,NA
r,MOT,y,blue,861,15,NA
r,MOT,y,blue,861,15,NA
r,MOT,y,blue,861,15,NA
r,MOT,y,blue,861,15,NA
r,MOT,n,blue,861,15,NA
r,MOT,n,blue,861,15,NA
d,MOT,y,little+blue+truck,861,15,NA
d,MOT,y,little+blue+truck,861,15,NA
d,MOT,y,little+blue+truck,861,15,NA
q,MOT,n,little+blue+truck,861,15,NA
q,MOT,n,little+blue+truck,861,15,NA
r,MOT,y,the+very+best+daddy,738,15,NA
q,MOT,y,vroom+vroom,738,15,NA
q,MOT,y,yummy+yucky,738,15,NA
d,MOT,n,back,575,15,NA
d,MOT,n,back,575,15,NA
d,MOT,n,back,575,15,NA
d,MOT,n,back,575,15,NA
q,FAT,n,back,575,15,NA
q,FAT,n,back,575,15,NA
d,MOT,n,back,575,15,NA
d,MOT,y,one+naked+baby,639,15,NA
d,MOT,y,one+naked+baby,639,15,NA
r,MOT,y,one+naked+baby,639,15,NA
q,TV,n,blueprint,151,15,NA
q,TV,n,blueprint,151,15,NA
d,TV,n,bot,151,15,NA
d,TV,n,bot,151,15,NA
d,TV,n,bot,151,15,NA
d,TV,n,bot,151,15,NA
d,TV,n,bot,151,15,NA
d,TV,n,bot,151,15,NA
d,TV,y,bot,151,15,NA
q,TV,y,bot,151,15,NA
d,TV,y,bot,151,15,NA
q,TV,y,bot,151,15,NA
d,TV,y,bot,151,15,NA
d,TV,y,bot,151,15,NA
i,TV,y,bot,151,15,NA
d,TV,y,bot,151,15,NA
d,TV,y,bot,151,15,NA
d,TV,y,bot,151,15,NA
d,TV,y,bot,151,15,NA
d,TV,y,bot,151,15,NA
d,TV,y,curiuos+george,151,15,NA
d,TV,n,rye,151,15,NA
q,MOT,y,choo+choo,893,15,NA
n,MOT,y,choo+choo,893,15,NA
d,MOT,y,back,950,15,NA
d,MOT,y,back,950,15,NA
d,MOT,y,back,950,15,NA
i,MOT,y,back,950,15,NA
d,MOT,n,back,950,15,NA
d,MOT,n,back,950,15,NA
d,TV,y,bus+stop,563,15,NA
d,TV,y,gazelle,563,15,NA
d,TV,y,gazelle,563,15,NA
d,TV,y,gazelle,563,15,NA
d,TV,y,goldie,563,15,NA
d,TV,y,goldie,563,15,NA
d,TV,y,goldie,563,15,NA
d,TV,y,goldie,563,15,NA
d,TV,y,suzie,563,15,NA
d,TV,y,suzie,563,15,NA
d,TV,y,timetable,563,15,NA
d,TV,y,vet,563,15,NA
d,TV,n,vet,563,15,NA
d,TV,n,vet,563,15,NA
d,TV,n,vet,563,15,NA
d,MOT,y,babys+busy+day,288,15,NA
d,TV,y,blaze,288,15,NA
q,TV,y,blaze,288,15,NA
r,MOT,y,brother,288,15,NA
r,MOT,y,brother,288,15,NA
r,MOT,y,brother,288,15,NA
r,MOT,y,brother,288,15,NA
r,MOT,y,brother,288,15,NA
r,MOT,y,brother,288,15,NA
r,MOT,y,brother,288,15,NA
d,TV,u,chimichangas,288,15,NA
d,TV,y,fabric+softener,288,15,NA
r,MOT,y,sister,288,15,NA
r,MOT,y,sister,288,15,NA
r,MOT,y,sister,288,15,NA
d,TV,y,launcher,288,15,NA
d,MOT,n,back,294,16,NA
q,MOT,y,choo+choo,309,16,NA
q,MOT,y,choo+choo,309,16,NA
d,MOT,n,choo+choo,309,16,NA
d,FAT,n,choo+choo,309,16,NA
q,MOT,y,choo+choo,309,16,NA
n,MOT,y,choo+choo,309,16,NA
n,FAT,y,t+b+m+nine+hundred,309,16,NA
q,MOT,n,back,279,16,NA
q,MOT,n,back,279,16,NA
r,MOT,y,blue,664,16,NA
r,MOT,y,blue,664,16,NA
d,TV,y,goldy,664,16,NA
s,TV,y,goldy,664,16,NA
s,TV,y,goldy,664,16,NA
s,TV,y,goldy,664,16,NA
s,TV,n,goldy,664,16,NA
d,TV,n,goldy,664,16,NA
d,TV,n,goldy,664,16,NA
d,MOT,y,choo+choo,860,16,NA
d,TOY,y,alphabet+pal,268,16,NA
d,TOY,y,alphabet+pal,268,16,NA
d,MOT,y,edison*case*,268,16,NA
r,TV,y,land,268,16,NA
q,MOT,y,baby+donald,986,16,NA
d,TV,y,canvas,861,16,NA
d,TV,y,easel,861,16,NA
n,TV,y,easel,861,16,NA
s,TV,y,i,861,16,NA
d,TV,y,palette,861,16,NA
r,FAT,y,blue,625,16,NA
r,FAT,y,blue,625,16,NA
r,FAT,y,blue,625,16,NA
r,FAT,y,blue,625,16,NA
r,FAT,y,i,625,16,NA
d,FAT,y,little+blue+truck,625,16,NA
n,TV,y,i,926,16,NA
s,TV,y,i,926,16,NA
q,MOT,y,peek+a+boo+jungle,738,16,NA
n,MOT,y,peek+a+boo+jungle,738,16,NA
d,TV,n,base,151,16,NA
d,TV,y,base,151,16,NA
d,TV,y,base,151,16,NA
d,MOT,n,candy+land,151,16,NA
d,TV,y,chris,151,16,NA
d,TV,y,chris,151,16,NA
d,TV,n,chris,151,16,NA
d,TV,y,christy,151,16,NA
d,TV,y,christy,151,16,NA
d,TV,y,christy,151,16,NA
d,TV,n,christy,151,16,NA
d,TV,y,emily+elizabeth,151,16,NA
n,TV,y,i,151,16,NA
d,TV,y,island,151,16,NA
d,TV,y,oinker+sister,151,16,NA
d,TV,n,resort,151,16,NA
d,TV,n,restaurant,151,16,NA
d,TV,y,sherri,151,16,NA
r,MOT,y,granny,424,16,NA
r,MOT,y,i,424,16,NA
r,MOT,y,i,351,16,NA
n,MOT,y,baby+animals,950,16,NA
d,MOT,y,babys+first+words,950,16,NA
d,TV,y,chris,563,16,NA
d,TV,y,i,563,16,NA
d,TV,y,i,563,16,NA
d,TV,y,i,563,16,NA
d,TV,n,i,563,16,NA
d,TV,n,i,563,16,NA
n,TV,y,i,563,16,NA
d,TV,y,i,563,16,NA
d,TV,y,i,563,16,NA
i,TV,y,peg+cat,563,16,NA
q,MOT,n,back,288,16,NA
q,MOT,n,bike+pump,220,16,NA
d,MOT,y,sophie+pop+up+peek+a+boo,794,17,NA
d,MOT,y,sophie+pop+up+peek+a+boo,794,17,NA
n,MOT,y,dada+book,465,17,NA
d,MOT,y,abby+book,465,17,NA
q,MOT,n,elmo+book,465,17,NA
d,MOT,n,elmo+so+big,465,17,NA
d,TV,n,ovejita,274,17,NA
q,TV,n,ovejita,274,17,NA
s,TV,n,ovejita,274,17,NA
s,TV,n,ovejita,274,17,NA
n,TV,y,ovejita,274,17,NA
i,TV,y,ovejita,274,17,NA
d,TV,y,shari,274,17,NA
d,TV,y,sensei,274,17,NA
d,TV,n,theater,274,17,NA
d,TV,y,dinosaur+train,274,17,NA
i,TV,y,dinosaur+train,274,17,NA
n,FAT,y,cat+in+the+hat,274,17,NA
d,TV,n,strong+museum,274,17,NA
s,TV,n,strong+national+museum+of+play,274,17,NA
s,TV,y,word+world,274,17,NA
q,MOT,n,back,828,17,NA
d,MOT,y,wegmans+truck,309,17,NA
n,MOT,y,wegmans+truck,309,17,NA
d,FAT,y,wegmans+pez+dispenser,309,17,NA
d,MOT,y,wegmans+truck,309,17,NA
q,FAT,y,choos,309,17,NA
q,FAT,y,choo+choo,309,17,NA
q,MOT,y,christmas+tree,309,17,NA
q,MOT,n,christmas+tree,309,17,NA
q,MOT,y,choo+choo,309,17,NA
d,MOT,y,choo+choo,309,17,NA
i,MOT,y,choo+choo,309,17,NA
q,MOT,y,back,309,17,NA
d,MOT,y,choo+choo,309,17,NA
d,MOT,y,choo+choo,309,17,NA
n,MOT,y,choo+choo,309,17,NA
d,MOT,n,lunch+box,626,17,NA
d,MOT,y,lunch+box,626,17,NA
q,MOT,n,lunch+box,626,17,NA
d,MOT,y,daniel+tiger+trolley,664,17,NA
i,TV,y,checkmark,664,17,NA
n,MOT,y,i,664,17,NA
d,MOT,n,mickey+the+fireman,664,17,NA
d,MOT,y,woof+woof,664,17,NA
d,MOT,y,luna+doll,129,17,NA
n,MOT,y,spock+bear,129,17,NA
n,MOT,y,spock+bear,129,17,NA
d,MOT,y,spock+bear,129,17,NA
q,MOT,y,spock+bear,129,17,NA
q,MOT,y,spock+bear,129,17,NA
d,MOT,y,spock+bear,129,17,NA
d,MOT,y,mr+orca,129,17,NA
n,MOT,y,luna+doll,129,17,NA
q,MOT,y,baby+bug,378,17,NA
d,MOT,y,baby+bug,378,17,NA
n,MOT,y,baby+bug,378,17,NA
d,MOT,y,baby+bug,378,17,NA
r,MOT,y,ranger+dockett,378,17,NA
d,MOT,y,ranger+dockett,378,17,NA
d,MOT,y,baby+listens,378,17,NA
q,MOT,y,little+blue+truck,378,17,NA
d,MOT,y,little+blue+truck,378,17,NA
r,MOT,y,little+blue+truck,378,17,NA
r,MOT,y,blue,378,17,NA
r,MOT,y,little+blue+truck,378,17,NA
r,MOT,y,blue,378,17,NA
r,MOT,y,blue,378,17,NA
r,MOT,y,little+blue+truck,378,17,NA
r,MOT,y,blue,378,17,NA
r,MOT,y,little+blue+truck,378,17,NA
q,MOT,y,little+blue+truck,378,17,NA
d,MOT,y,baby+listens,378,17,NA
d,FAT,y,five+little+monkeys,109,17,NA
d,FAT,y,five+little+monkeys,109,17,NA
n,FAT,y,choo+choo,109,17,NA
i,FAT,y,choo+choo,109,17,NA
i,FAT,n,choo+choo+train,109,17,NA
i,MOT,y,back,342,17,NA
i,MOT,y,back,342,17,NA
n,MOT,y,heart+teddy+bear,268,17,NA
d,MOT,y,baby+animals,189,17,NA
d,MOT,n,barnyard+fun+book,625,17,NA
s,TOY,n,gerbil,625,17,NA
s,TOY,n,gerbil,625,17,NA
d,TV,y,perch,926,17,NA
d,TV,u,pedal,926,17,NA
d,TV,u,pedal,926,17,NA
d,MOT,y,mr+bear,926,17,NA
q,MOT,y,mr+bear,926,17,NA
n,MOT,y,mr+bear,926,17,NA
n,MOT,y,mr+bear,926,17,NA
d,MOT,y,mr+bear,926,17,NA
d,MOT,y,mr+bear,926,17,NA
q,MOT,y,mr+bear,926,17,NA
q,MOT,y,mr+bear,926,17,NA
d,MOT,y,mr+bear,926,17,NA
d,MOT,y,mr+bear,926,17,NA
d,MOT,y,mr+bear,926,17,NA
d,MOT,y,mr+bear,926,17,NA
n,MOT,y,mr+bear,926,17,NA
d,MOT,y,my+new+baby,926,17,NA
r,MOT,y,do+cows+meow,944,17,NA
q,MOT,y,kitty+toy,375,17,NA
d,MOT,n,daniel+tiger,375,17,NA
d,MOT,n,daniel+tiger,375,17,NA
d,MOT,n,daniel+tiger,375,17,NA
r,MOT,y,i,738,17,NA
r,MOT,y,i,738,17,NA
r,MOT,y,i,738,17,NA
d,MOT,y,little+blue+truck,738,17,NA
r,MOT,y,little+blue+truck,738,17,NA
r,MOT,y,blue,738,17,NA
r,MOT,y,blue,738,17,NA
r,MOT,y,little+blue+truck,738,17,NA
q,MOT,y,peekaboo+fun,738,17,NA
n,MOT,n,daniel+the+tiger,738,17,NA
r,MOT,y,i,738,17,NA
r,MOT,y,i,738,17,NA
d,MOT,y,i,738,17,NA
d,MOT,y,captain+han+solo,738,17,NA
d,TV,y,canister,575,17,NA
d,TV,y,cleaner,575,17,NA
d,TV,y,hibiscus,575,17,NA
i,TV,n,hibiscus,575,17,NA
i,TV,n,hibiscus,575,17,NA
d,TV,y,turntable,575,17,NA
q,MOT,y,goo+gone,168,17,NA
d,MOT,n,back,737,17,NA
s,TV,y,elmos+world,151,17,NA
d,TV,y,ms+noodle,151,17,NA
d,TV,y,ms+noodle,151,17,NA
d,TV,y,ms+noodle,151,17,NA
q,MOT,n,granny,424,17,NA
r,MOT,y,granny,424,17,NA
r,MOT,y,granny,424,17,NA
q,MOT,y,splish+splash+book,424,17,NA
q,MOT,y,splish+splash+baby,424,17,NA
d,MOT,y,back,950,17,NA
d,MOT,n,mickey+mouse,563,17,NA
n,MOT,n,mickey+mouse,563,17,NA
q,TV,n,anchovies,563,17,NA
d,TV,n,gravy,563,17,NA
