subj,month,sex,MOTedulevel,age_mom,PVTscore,SibsYN,Siblings6,Siblings18,SibGroup6,SibGroup18,Total.words,Log.Totalwords,tokens_video,types_video,tokens_audio,types_audio,Log.tokens_video,Log.types_video,Log.tokens_audio,Log.types_audio
189,16,M,4,27,106,N,0,0,None,None,28,3.367295829986474,4,1,2,1,1.6094379124341003,0.6931471805599453,1.0986122886681098,0.6931471805599453
189,17,M,4,27,106,N,0,0,None,None,46,3.8501476017100584,5,1,25,4,1.791759469228055,0.6931471805599453,3.258096538021482,1.6094379124341003
189,18,M,4,27,106,N,0,0,None,None,73,4.30406509320417,NA,NA,NA,NA,NA,NA,NA,NA
986,06,F,3,31,106.5,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
986,07,F,3,31,106.5,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
986,08,F,3,31,106.5,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
986,09,F,3,31,106.5,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
986,10,F,3,31,106.5,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
986,11,F,3,31,106.5,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
986,12,F,3,31,106.5,Y,1,1,One,One,7,2.0794415416798357,0,0,0,0,0,0,0,0
986,13,F,3,31,106.5,Y,1,1,One,One,10,2.3978952727983707,0,0,4,1,0,0,1.6094379124341003,0.6931471805599453
986,14,F,3,31,106.5,Y,1,1,One,One,11,2.4849066497880004,3,1,0,0,1.3862943611198906,0.6931471805599453,0,0
986,15,F,3,31,106.5,Y,1,1,One,One,20,3.044522437723423,0,0,3,3,0,0,1.3862943611198906,1.3862943611198906
986,16,F,3,31,106.5,Y,1,1,One,One,25,3.258096538021482,1,1,3,2,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.0986122886681098
986,17,F,3,31,106.5,Y,1,1,One,One,27,3.332204510175204,0,0,17,8,0,0,2.8903717578961645,2.1972245773362196
986,18,F,3,31,106.5,Y,1,1,One,One,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,06,M,6,42,121.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
861,07,M,6,42,121.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
861,08,M,6,42,121.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
861,09,M,6,42,121.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
861,10,M,6,42,121.2,N,0,0,None,None,1,0.6931471805599453,1,1,0,0,0.6931471805599453,0.6931471805599453,0,0
861,11,M,6,42,121.2,N,0,0,None,None,1,0.6931471805599453,6,1,2,1,1.9459101490553132,0.6931471805599453,1.0986122886681098,0.6931471805599453
861,12,M,6,42,121.2,N,0,0,None,None,1,0.6931471805599453,7,2,0,0,2.0794415416798357,1.0986122886681098,0,0
861,13,M,6,42,121.2,N,0,0,None,None,2,1.0986122886681098,1,1,7,3,0.6931471805599453,0.6931471805599453,2.0794415416798357,1.3862943611198906
861,14,M,6,42,121.2,N,0,0,None,None,3,1.3862943611198906,0,0,14,4,0,0,2.70805020110221,1.6094379124341003
861,15,M,6,42,121.2,N,0,0,None,None,2,1.0986122886681098,6,3,0,0,1.9459101490553132,1.3862943611198906,0,0
861,16,M,6,42,121.2,N,0,0,None,None,2,1.0986122886681098,1,1,13,4,0.6931471805599453,0.6931471805599453,2.6390573296152584,1.6094379124341003
861,17,M,6,42,121.2,N,0,0,None,None,4,1.6094379124341003,1,1,21,4,0.6931471805599453,0.6931471805599453,3.091042453358316,1.6094379124341003
861,18,M,6,42,121.2,N,0,0,None,None,24,3.2188758248682006,NA,NA,NA,NA,NA,NA,NA,NA
625,06,F,5,32,108.6,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
625,07,F,5,32,108.6,N,0,0,None,None,NA,NA,0,0,0,0,0,0,0,0
625,08,F,5,32,108.6,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
625,09,F,5,32,108.6,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
625,10,F,5,32,108.6,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
625,11,F,5,32,108.6,N,0,0,None,None,3,1.3862943611198906,0,0,0,0,0,0,0,0
625,12,F,5,32,108.6,N,0,0,None,None,4,1.6094379124341003,5,2,0,0,1.791759469228055,1.0986122886681098,0,0
625,13,F,5,32,108.6,N,0,0,None,None,16,2.833213344056216,1,1,2,2,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098
625,14,F,5,32,108.6,N,0,0,None,None,38,3.6635616461296463,14,7,18,5,2.70805020110221,2.0794415416798357,2.9444389791664403,1.791759469228055
625,15,F,5,32,108.6,N,0,0,None,None,34,3.5553480614894135,3,2,4,2,1.3862943611198906,1.0986122886681098,1.6094379124341003,1.0986122886681098
625,16,F,5,32,108.6,N,0,0,None,None,NA,NA,9,4,30,7,2.302585092994046,1.6094379124341003,3.4339872044851463,2.0794415416798357
625,17,F,5,32,108.6,N,0,0,None,None,NA,NA,28,9,61,8,3.367295829986474,2.302585092994046,4.127134385045092,2.1972245773362196
625,18,F,5,32,108.6,N,0,0,None,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,06,F,4,35,111.6,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
926,07,F,4,35,111.6,N,0,0,None,None,1,0.6931471805599453,0,0,0,0,0,0,0,0
926,08,F,4,35,111.6,N,0,0,None,None,1,0.6931471805599453,0,0,0,0,0,0,0,0
926,09,F,4,35,111.6,N,0,0,None,None,1,0.6931471805599453,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453
926,10,F,4,35,111.6,N,0,0,None,None,1,0.6931471805599453,0,0,0,0,0,0,0,0
926,11,F,4,35,111.6,N,0,0,None,None,1,0.6931471805599453,0,0,0,0,0,0,0,0
926,12,F,4,35,111.6,N,0,0,None,None,4,1.6094379124341003,6,2,0,0,1.9459101490553132,1.0986122886681098,0,0
926,13,F,4,35,111.6,N,0,0,None,None,7,2.0794415416798357,3,1,0,0,1.3862943611198906,0.6931471805599453,0,0
926,14,F,4,35,111.6,N,0,0,None,None,16,2.833213344056216,9,1,1,1,2.302585092994046,0.6931471805599453,0.6931471805599453,0.6931471805599453
926,15,F,4,35,111.6,N,0,0,None,None,14,2.70805020110221,1,1,30,1,0.6931471805599453,0.6931471805599453,3.4339872044851463,0.6931471805599453
926,16,F,4,35,111.6,N,0,0,None,None,21,3.091042453358316,3,3,0,0,1.3862943611198906,1.3862943611198906,0,0
926,17,F,4,35,111.6,N,0,0,None,None,47,3.871201010907891,1,1,7,4,0.6931471805599453,0.6931471805599453,2.0794415416798357,1.6094379124341003
926,18,F,4,35,111.6,N,0,0,None,None,69,4.248495242049359,NA,NA,NA,NA,NA,NA,NA,NA
944,06,M,5,38,126.5,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
944,07,M,5,38,126.5,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
944,08,M,5,38,126.5,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
944,09,M,5,38,126.5,N,0,0,None,None,NA,NA,0,0,0,0,0,0,0,0
944,10,M,5,38,126.5,N,0,0,None,None,1,0.6931471805599453,0,0,0,0,0,0,0,0
944,11,M,5,38,126.5,N,0,0,None,None,1,0.6931471805599453,0,0,0,0,0,0,0,0
944,12,M,5,38,126.5,N,0,0,None,None,4,1.6094379124341003,0,0,0,0,0,0,0,0
944,13,M,5,38,126.5,N,0,0,None,None,NA,NA,0,0,0,0,0,0,0,0
944,14,M,5,38,126.5,N,0,0,None,None,3,1.3862943611198906,3,2,1,1,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453
944,15,M,5,38,126.5,N,0,0,None,None,3,1.3862943611198906,0,0,0,0,0,0,0,0
944,16,M,5,38,126.5,N,0,0,None,None,4,1.6094379124341003,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453
944,17,M,5,38,126.5,N,0,0,None,None,6,1.9459101490553132,0,0,0,0,0,0,0,0
944,18,M,5,38,126.5,N,0,0,None,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,06,F,5,35,121.4,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
515,07,F,5,35,121.4,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
515,08,F,5,35,121.4,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
515,09,F,5,35,121.4,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
515,10,F,5,35,121.4,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
515,11,F,5,35,121.4,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
515,12,F,5,35,121.4,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
515,13,F,5,35,121.4,Y,1,1,One,One,1,0.6931471805599453,0,0,0,0,0,0,0,0
515,14,F,5,35,121.4,Y,1,1,One,One,3,1.3862943611198906,2,1,0,0,1.0986122886681098,0.6931471805599453,0,0
515,15,F,5,35,121.4,Y,1,1,One,One,12,2.5649493574615367,0,0,3,1,0,0,1.3862943611198906,0.6931471805599453
515,16,F,5,35,121.4,Y,1,1,One,One,15,2.772588722239781,0,0,0,0,0,0,0,0
515,17,F,5,35,121.4,Y,1,1,One,One,19,2.995732273553991,0,0,3,2,0,0,1.3862943611198906,1.0986122886681098
515,18,F,5,35,121.4,Y,1,1,One,One,51,3.9512437185814275,NA,NA,NA,NA,NA,NA,NA,NA
375,06,F,5,32,121.4,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
375,07,F,5,32,121.4,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
375,08,F,5,32,121.4,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
375,09,F,5,32,121.4,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
375,10,F,5,32,121.4,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
375,11,F,5,32,121.4,Y,2,2,2+,2+,2,1.0986122886681098,0,0,0,0,0,0,0,0
375,12,F,5,32,121.4,Y,2,2,2+,2+,2,1.0986122886681098,0,0,0,0,0,0,0,0
375,13,F,5,32,121.4,Y,2,2,2+,2+,2,1.0986122886681098,0,0,0,0,0,0,0,0
375,14,F,5,32,121.4,Y,2,2,2+,2+,2,1.0986122886681098,0,0,17,2,0,0,2.8903717578961645,1.0986122886681098
375,15,F,5,32,121.4,Y,2,2,2+,2+,6,1.9459101490553132,4,1,2,1,1.6094379124341003,0.6931471805599453,1.0986122886681098,0.6931471805599453
375,16,F,5,32,121.4,Y,2,2,2+,2+,9,2.302585092994046,1,1,0,0,0.6931471805599453,0.6931471805599453,0,0
375,17,F,5,32,121.4,Y,2,2,2+,2+,10,2.3978952727983707,0,0,0,0,0,0,0,0
375,18,F,5,32,121.4,Y,2,2,2+,2+,20,3.044522437723423,NA,NA,NA,NA,NA,NA,NA,NA
738,06,M,5,35,111.8,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
738,07,M,5,35,111.8,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
738,08,M,5,35,111.8,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
738,09,M,5,35,111.8,N,0,0,None,None,2,1.0986122886681098,0,0,0,0,0,0,0,0
738,10,M,5,35,111.8,N,0,0,None,None,2,1.0986122886681098,0,0,0,0,0,0,0,0
738,11,M,5,35,111.8,N,0,0,None,None,2,1.0986122886681098,0,0,0,0,0,0,0,0
738,12,M,5,35,111.8,N,0,0,None,None,2,1.0986122886681098,0,0,0,0,0,0,0,0
738,13,M,5,35,111.8,N,0,0,None,None,2,1.0986122886681098,1,1,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
738,14,M,5,35,111.8,N,0,0,None,None,0,0,4,1,3,3,1.6094379124341003,0.6931471805599453,1.3862943611198906,1.3862943611198906
738,15,M,5,35,111.8,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
738,16,M,5,35,111.8,N,0,0,None,None,9,2.302585092994046,0,0,5,3,0,0,1.791759469228055,1.3862943611198906
738,17,M,5,35,111.8,N,0,0,None,None,15,2.772588722239781,2,2,105,12,1.0986122886681098,1.0986122886681098,4.663439094112067,2.5649493574615367
738,18,M,5,35,111.8,N,0,0,None,None,22,3.1354942159291497,NA,NA,NA,NA,NA,NA,NA,NA
575,06,M,3,33,107.3,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
575,07,M,3,33,107.3,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
575,08,M,3,33,107.3,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
575,09,M,3,33,107.3,N,0,0,None,None,2,1.0986122886681098,0,0,0,0,0,0,0,0
575,10,M,3,33,107.3,N,0,0,None,None,2,1.0986122886681098,0,0,0,0,0,0,0,0
575,11,M,3,33,107.3,N,0,0,None,None,2,1.0986122886681098,1,1,0,0,0.6931471805599453,0.6931471805599453,0,0
575,12,M,3,33,107.3,N,0,0,None,None,2,1.0986122886681098,0,0,0,0,0,0,0,0
575,13,M,3,33,107.3,N,0,0,None,None,2,1.0986122886681098,0,0,0,0,0,0,0,0
575,14,M,3,33,107.3,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
575,15,M,3,33,107.3,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
575,16,M,3,33,107.3,N,0,0,None,None,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453,0,0
575,17,M,3,33,107.3,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
575,18,M,3,33,107.3,N,0,0,None,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA
639,06,F,2,34,126.7,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
639,07,F,2,34,126.7,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
639,08,F,2,34,126.7,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
639,09,F,2,34,126.7,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
639,10,F,2,34,126.7,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
639,11,F,2,34,126.7,N,0,0,None,None,1,0.6931471805599453,0,0,0,0,0,0,0,0
639,12,F,2,34,126.7,N,0,0,None,None,2,1.0986122886681098,3,3,0,0,1.3862943611198906,1.3862943611198906,0,0
639,13,F,2,34,126.7,N,0,0,None,None,2,1.0986122886681098,0,0,2,2,0,0,1.0986122886681098,1.0986122886681098
639,14,F,2,34,126.7,N,0,0,None,None,2,1.0986122886681098,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453
639,15,F,2,34,126.7,N,0,0,None,None,4,1.6094379124341003,0,0,7,2,0,0,2.0794415416798357,1.0986122886681098
639,16,F,2,34,126.7,N,0,0,None,None,4,1.6094379124341003,1,1,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
639,17,F,2,34,126.7,N,0,0,None,None,4,1.6094379124341003,2,1,5,4,1.0986122886681098,0.6931471805599453,1.791759469228055,1.6094379124341003
639,18,F,2,34,126.7,N,0,0,None,None,5,1.791759469228055,NA,NA,NA,NA,NA,NA,NA,NA
168,06,F,5,37,122.7,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
168,07,F,5,37,122.7,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
168,08,F,5,37,122.7,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
168,09,F,5,37,122.7,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
168,10,F,5,37,122.7,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
168,11,F,5,37,122.7,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
168,12,F,5,37,122.7,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
168,13,F,5,37,122.7,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
168,14,F,5,37,122.7,Y,3,3,2+,2+,0,0,0,0,3,1,0,0,1.3862943611198906,0.6931471805599453
168,15,F,5,37,122.7,Y,3,3,2+,2+,1,0.6931471805599453,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453
168,16,F,5,37,122.7,Y,3,3,2+,2+,1,0.6931471805599453,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453
168,17,F,5,37,122.7,Y,3,3,2+,2+,1,0.6931471805599453,1,1,7,2,0.6931471805599453,0.6931471805599453,2.0794415416798357,1.0986122886681098
168,18,F,5,37,122.7,Y,3,3,2+,2+,5,1.791759469228055,NA,NA,NA,NA,NA,NA,NA,NA
737,06,M,4,31,113.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
737,07,M,4,31,113.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
737,08,M,4,31,113.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
737,09,M,4,31,113.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
737,10,M,4,31,113.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
737,11,M,4,31,113.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
737,12,M,4,31,113.9,Y,1,1,One,One,0,0,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453
737,13,M,4,31,113.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
737,14,M,4,31,113.9,Y,1,1,One,One,1,0.6931471805599453,5,2,0,0,1.791759469228055,1.0986122886681098,0,0
737,15,M,4,31,113.9,Y,1,1,One,One,1,0.6931471805599453,0,0,3,1,0,0,1.3862943611198906,0.6931471805599453
737,16,M,4,31,113.9,Y,1,1,One,One,5,1.791759469228055,3,1,0,0,1.3862943611198906,0.6931471805599453,0,0
737,17,M,4,31,113.9,Y,1,1,One,One,16,2.833213344056216,1,1,8,4,0.6931471805599453,0.6931471805599453,2.1972245773362196,1.6094379124341003
737,18,M,4,31,113.9,Y,1,1,One,One,22,3.1354942159291497,NA,NA,NA,NA,NA,NA,NA,NA
518,06,F,6,35,109.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
518,07,F,6,35,109.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
518,08,F,6,35,109.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
518,09,F,6,35,109.9,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
518,10,F,6,35,109.9,Y,1,1,One,One,0,0,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453
518,11,F,6,35,109.9,Y,1,1,One,One,6,1.9459101490553132,0,0,3,3,0,0,1.3862943611198906,1.3862943611198906
518,12,F,6,35,109.9,Y,1,1,One,One,NA,NA,0,0,0,0,0,0,0,0
518,13,F,6,35,109.9,Y,1,1,One,One,10,2.3978952727983707,2,2,0,0,1.0986122886681098,1.0986122886681098,0,0
518,14,F,6,35,109.9,Y,1,1,One,One,11,2.4849066497880004,1,1,0,0,0.6931471805599453,0.6931471805599453,0,0
518,15,F,6,35,109.9,Y,1,1,One,One,17,2.8903717578961645,9,2,29,2,2.302585092994046,1.0986122886681098,3.4011973816621555,1.0986122886681098
518,16,F,6,35,109.9,Y,1,1,One,One,21,3.091042453358316,8,2,8,2,2.1972245773362196,1.0986122886681098,2.1972245773362196,1.0986122886681098
518,17,F,6,35,109.9,Y,1,1,One,One,26,3.295836866004329,5,3,13,4,1.791759469228055,1.3862943611198906,2.6390573296152584,1.6094379124341003
518,18,F,6,35,109.9,Y,1,1,One,One,35,3.58351893845611,NA,NA,NA,NA,NA,NA,NA,NA
151,06,F,2,28,111,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
151,07,F,2,28,111,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
151,08,F,2,28,111,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
151,09,F,2,28,111,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
151,10,F,2,28,111,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
151,11,F,2,28,111,Y,2,2,2+,2+,1,0.6931471805599453,0,0,0,0,0,0,0,0
151,12,F,2,28,111,Y,2,2,2+,2+,NA,NA,0,0,0,0,0,0,0,0
151,13,F,2,28,111,Y,2,2,2+,2+,NA,NA,0,0,0,0,0,0,0,0
151,14,F,2,28,111,Y,2,2,2+,2+,1,0.6931471805599453,0,0,0,0,0,0,0,0
151,15,F,2,28,111,Y,2,2,2+,2+,2,1.0986122886681098,0,0,0,0,0,0,0,0
151,16,F,2,28,111,Y,2,2,2+,2+,3,1.3862943611198906,3,1,0,0,1.3862943611198906,0.6931471805599453,0,0
151,17,F,2,28,111,Y,2,2,2+,2+,NA,NA,0,0,2,2,0,0,1.0986122886681098,1.0986122886681098
151,18,F,2,28,111,Y,2,2,2+,2+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,06,M,5,34,117.8,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
893,07,M,5,34,117.8,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
893,08,M,5,34,117.8,Y,2,2,2+,2+,NA,NA,0,0,0,0,0,0,0,0
893,09,M,5,34,117.8,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
893,10,M,5,34,117.8,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
893,11,M,5,34,117.8,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
893,12,M,5,34,117.8,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
893,13,M,5,34,117.8,Y,2,2,2+,2+,0,0,0,0,0,0,0,0,0,0
893,14,M,5,34,117.8,Y,2,2,2+,2+,1,0.6931471805599453,0,0,0,0,0,0,0,0
893,15,M,5,34,117.8,Y,2,2,2+,2+,NA,NA,2,1,2,2,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098
893,16,M,5,34,117.8,Y,2,2,2+,2+,1,0.6931471805599453,3,2,0,0,1.3862943611198906,1.0986122886681098,0,0
893,17,M,5,34,117.8,Y,2,2,2+,2+,NA,NA,8,1,47,3,2.1972245773362196,0.6931471805599453,3.871201010907891,1.3862943611198906
893,18,M,5,34,117.8,Y,2,2,2+,2+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,06,M,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
424,07,M,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
424,08,M,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
424,09,M,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
424,10,M,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
424,11,M,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
424,12,M,5,41,102.2,Y,1,1,One,One,2,1.0986122886681098,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453
424,13,M,5,41,102.2,Y,1,1,One,One,2,1.0986122886681098,0,0,0,0,0,0,0,0
424,14,M,5,41,102.2,Y,1,1,One,One,4,1.6094379124341003,0,0,3,1,0,0,1.3862943611198906,0.6931471805599453
424,15,M,5,41,102.2,Y,1,1,One,One,5,1.791759469228055,3,2,20,1,1.3862943611198906,1.0986122886681098,3.044522437723423,0.6931471805599453
424,16,M,5,41,102.2,Y,1,1,One,One,8,2.1972245773362196,18,5,21,7,2.9444389791664403,1.791759469228055,3.091042453358316,2.0794415416798357
424,17,M,5,41,102.2,Y,1,1,One,One,13,2.6390573296152584,4,3,14,8,1.6094379124341003,1.3862943611198906,2.70805020110221,2.1972245773362196
424,18,M,5,41,102.2,Y,1,1,One,One,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,06,F,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
351,07,F,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
351,08,F,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
351,09,F,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
351,10,F,5,41,102.2,Y,1,1,One,One,0,0,1,1,0,0,0.6931471805599453,0.6931471805599453,0,0
351,11,F,5,41,102.2,Y,1,1,One,One,0,0,0,0,0,0,0,0,0,0
351,12,F,5,41,102.2,Y,1,1,One,One,3,1.3862943611198906,0,0,3,3,0,0,1.3862943611198906,1.3862943611198906
351,13,F,5,41,102.2,Y,1,1,One,One,1,0.6931471805599453,0,0,2,1,0,0,1.0986122886681098,0.6931471805599453
351,14,F,5,41,102.2,Y,1,1,One,One,3,1.3862943611198906,14,4,50,3,2.70805020110221,1.6094379124341003,3.9318256327243257,1.3862943611198906
351,15,F,5,41,102.2,Y,1,1,One,One,7,2.0794415416798357,6,3,34,4,1.9459101490553132,1.3862943611198906,3.5553480614894135,1.6094379124341003
351,16,F,5,41,102.2,Y,1,1,One,One,14,2.70805020110221,52,5,26,8,3.970291913552122,1.791759469228055,3.295836866004329,2.1972245773362196
351,17,F,5,41,102.2,Y,1,1,One,One,22,3.1354942159291497,17,6,91,25,2.8903717578961645,1.9459101490553132,4.5217885770490405,3.258096538021482
351,18,F,5,41,102.2,Y,1,1,One,One,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,06,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,07,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,08,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,09,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,10,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,11,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,12,F,1,23,113.2,N,0,0,None,None,1,0.6931471805599453,0,0,0,0,0,0,0,0
950,13,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,14,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,15,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,16,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,17,F,1,23,113.2,N,0,0,None,None,0,0,0,0,0,0,0,0,0,0
950,18,F,1,23,113.2,N,0,0,None,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA
563,06,F,3,37,98,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
563,07,F,3,37,98,Y,3,3,2+,2+,0,0,0,0,0,0,0,0,0,0
563,08,F,3,37,98,Y,3,3,2+,2+,1,0.6931471805599453,0,0,0,0,0,0,0,0
563,09,F,3,37,98,Y,3,3,2+,2+,1,0.6931471805599453,0,0,0,0,0,0,0,0
563,10,F,3,37,98,Y,3,3,2+,2+,1,0.6931471805599453,0,0,0,0,0,0,0,0
563,11,F,3,37,98,Y,3,3,2+,2+,1,0.6931471805599453,2,1,2,1,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453
563,12,F,3,37,98,Y,3,3,2+,2+,1,0.6931471805599453,5,1,18,2,1.791759469228055,0.6931471805599453,2.9444389791664403,1.0986122886681098
563,13,F,3,37,98,Y,3,3,2+,2+,1,0.6931471805599453,8,1,46,1,2.1972245773362196,0.6931471805599453,3.8501476017100584,0.6931471805599453
563,14,F,3,37,98,Y,3,3,2+,2+,2,1.0986122886681098,0,0,21,4,0,0,3.091042453358316,1.6094379124341003
563,15,F,3,37,98,Y,3,3,2+,2+,2,1.0986122886681098,27,4,51,8,3.332204510175204,1.6094379124341003,3.9512437185814275,2.1972245773362196
