subj,SibsYN,Siblings,SibGroup,age.diff.d,Older,Younger,month,Total.words,Log.Totalwords
44,Y,3,2+,1802,1.0,0.0,07,0,0.0
44,Y,3,2+,1802,1.0,0.0,08,1,0.6931471805599453
44,Y,3,2+,1802,1.0,0.0,09,1,0.6931471805599453
44,Y,3,2+,1802,1.0,0.0,10,1,0.6931471805599453
44,Y,3,2+,1802,1.0,0.0,11,1,0.6931471805599453
44,Y,3,2+,1802,1.0,0.0,12,1,0.6931471805599453
44,Y,3,2+,1802,1.0,0.0,13,1,0.6931471805599453
44,Y,3,2+,1802,1.0,0.0,14,2,1.0986122886681098
44,Y,3,2+,1802,1.0,0.0,15,2,1.0986122886681098
44,Y,3,2+,1802,1.0,0.0,16,2,1.0986122886681098
44,Y,3,2+,1802,1.0,0.0,17,9,2.302585092994046
44,Y,3,2+,1802,1.0,0.0,18,14,2.70805020110221
44,Y,3,2+,2353,1.0,0.0,06,0,0.0
44,Y,3,2+,2353,1.0,0.0,07,0,0.0
44,Y,3,2+,2353,1.0,0.0,08,1,0.6931471805599453
44,Y,3,2+,2353,1.0,0.0,09,1,0.6931471805599453
44,Y,3,2+,2353,1.0,0.0,10,1,0.6931471805599453
44,Y,3,2+,2353,1.0,0.0,11,1,0.6931471805599453
44,Y,3,2+,2353,1.0,0.0,12,1,0.6931471805599453
44,Y,3,2+,2353,1.0,0.0,13,1,0.6931471805599453
44,Y,3,2+,2353,1.0,0.0,14,2,1.0986122886681098
44,Y,3,2+,2353,1.0,0.0,15,2,1.0986122886681098
44,Y,3,2+,2353,1.0,0.0,16,2,1.0986122886681098
44,Y,3,2+,2353,1.0,0.0,17,9,2.302585092994046
44,Y,3,2+,2353,1.0,0.0,18,14,2.70805020110221
45,Y,1,One,747,0.0,1.0,06,0,0.0
45,Y,1,One,747,0.0,1.0,07,2,1.0986122886681098
45,Y,1,One,747,0.0,1.0,08,3,1.3862943611198906
45,Y,1,One,747,0.0,1.0,09,3,1.3862943611198906
45,Y,1,One,747,0.0,1.0,10,4,1.6094379124341003
45,Y,1,One,747,0.0,1.0,11,9,2.302585092994046
45,Y,1,One,747,0.0,1.0,12,10,2.3978952727983707
45,Y,1,One,747,0.0,1.0,13,21,3.091042453358316
45,Y,1,One,747,0.0,1.0,14,21,3.091042453358316
45,Y,1,One,747,0.0,1.0,15,1,0.6931471805599453
45,Y,1,One,747,0.0,1.0,16,1,0.6931471805599453
45,Y,1,One,747,0.0,1.0,17,5,1.791759469228055
45,Y,1,One,747,0.0,1.0,18,7,2.0794415416798357
